id	gene_short_name	locus	normal_FPKM	sorafenib-resistant_FPKM
XLOC_000396	BTBD19	chr1:44808481-44814224	0.353869	0.425672
XLOC_000397	UROD	chr1:45012132-45015669	52.5829	73.5657
XLOC_000398	LINC01144	chr1:45303909-45305619	0.581363	0.41326
XLOC_000399	HPDL	chr1:45326872-45328674	6.06574	0.174395
XLOC_000400	TOE1	chr1:45329151-45491168	4.3193	4.01795
XLOC_000401	MMACHC	chr1:45500183-45522890	4.02593	5.65439
XLOC_000402	AKR1A1	chr1:45550782-45570052	73.5108	107.915
XLOC_000403	NASP	chr1:45583987-45618906	19.2348	21.0098
XLOC_000404	TMEM69	chr1:45688174-45750813	22.0728	19.3144
XLOC_000405	MAST2	chr1:45803590-46036161	9.14454	6.86222
XLOC_000406	LOC101929626	chr1:46039424-46185962	0.789937	0.423263
XLOC_000407	TSPAN1	chr1:46039424-46185962	224.365	34.0425
XLOC_000408	LURAP1	chr1:46188680-46221555	0.322006	1.13056
XLOC_000409	RAD54L	chr1:46247640-46303366	1.36453	1.90906
XLOC_000410	UQCRH	chr1:46303375-46316777	516.78	571.643
XLOC_000411	NSUN4	chr1:46339822-46367531	4.03916	5.20667
XLOC_000412	FAAH	chr1:46394266-46416183	14.1554	8.27625
XLOC_000413	FAAHP1	chr1:46433826-46445702	0.447356	0.285266
XLOC_000414	DMBX1	chr1:46506995-46514214	0.00970068	0.0144542
XLOC_000415	MKNK1-AS1	chr1:46538695-46604294	0.010441	0.0319951
XLOC_000416	TEX38	chr1:46671832-46673584	0.122884	0.0435086
XLOC_000417	EFCAB14-AS1	chr1:46674035-46719118	0	0
XLOC_000418	CYP4B1	chr1:46798997-46819349	0.0900933	0.173622
XLOC_000419	"CYP4X1,CYP4Z1"	chr1:46961386-47118320	0.451361	1.38126
XLOC_000420	CYP4A22	chr1:47137424-47174513	5.65311	14.9945
XLOC_000421	LINC00853	chr1:47179249-47180339	1.29127	1.18033
XLOC_000422	CMPK1	chr1:47333796-47378839	61.741	88.5024
XLOC_000423	FOXE3	chr1:47380795-47440692	0	0.0789446
XLOC_000424	FOXD2	chr1:47380795-47440692	0.407226	1.81239
XLOC_000425	SLC5A9	chr1:48222684-48248644	5.8264	18.7675
XLOC_000426	LOC101929721	chr1:48532854-50023954	0	0
XLOC_000427	ELAVL4	chr1:50048013-50203785	0.00608317	0.0422863
XLOC_000428	CDKN2C	chr1:50968694-50974637	11.8764	13.7471
XLOC_000429	MIR4421	chr1:51059836-51059905	0	0
XLOC_000430	MIR6500	chr1:51060017-51060103	0	0
XLOC_000431	C1orf185	chr1:51102233-51148082	0	0
XLOC_000432	RNF11	chr1:51236272-51273447	20.2283	22.6345
XLOC_000433	TTC39A-AS1	chr1:51287257-51345116	0.306781	0.0857812
XLOC_000434	OSBPL9	chr1:51574098-51878937	12.4288	21.816
XLOC_000435	TXNDC12-AS1	chr1:52020131-52056171	0	0
XLOC_000436	BTF3L4	chr1:52056184-52090716	7.36069	11.3567
XLOC_000437	ZFYVE9	chr1:52141924-52366605	3.57558	4.46539
XLOC_000438	PRPF38A	chr1:52404546-52421112	8.2716	10.8539
XLOC_000439	GPX7	chr1:52602370-52609051	6.62312	16.5887
XLOC_000440	FAM159A	chr1:52633393-52657065	1.95442	0.308473
XLOC_000441	ZYG11B	chr1:52726458-52827344	5.42965	5.58393
XLOC_000442	ZYG11A	chr1:52842510-52894575	0.196155	1.03962
XLOC_000443	SCP2	chr1:52927228-53051645	113.77	150.653
XLOC_000444	MIR1273F	chr1:52927228-53051645	0	0
XLOC_000445	MIR5095	chr1:52927228-53051645	0	0
XLOC_000446	MIR1273G	chr1:52927228-53051645	0	0
XLOC_000447	PODN	chr1:53062051-53085502	0.0586457	0.85481
XLOC_000448	CPT2	chr1:53196428-53220639	15.1333	17.4363
XLOC_000449	LOC100507564	chr1:53226891-53328149	0.869827	0.347652
XLOC_000450	LOC105378732	chr1:53328232-53336509	0	0
XLOC_000451	DMRTB1	chr1:53459398-53467487	0	0
XLOC_000452	DIO1	chr1:53894103-53911092	38.5472	61.0871
XLOC_000453	LRRC42	chr1:53946325-53968168	19.0376	20.9078
XLOC_000454	TCEANC2	chr1:54026680-54112519	1.56194	1.64077
XLOC_000455	MIR4781	chr1:54026680-54112519	0	0
XLOC_000456	MRPL37	chr1:54200166-54218383	65.8961	88.473
XLOC_000457	SSBP3-AS1	chr1:54223029-54406395	0.124516	0.11028
XLOC_000458	ACOT11	chr1:54548133-54634744	1.26556	0.101227
XLOC_000459	"MROH7,MROH7-TTC4,TTC4"	chr1:54641739-54742655	10.0048	12.5992
XLOC_000460	C1orf177	chr1:54806062-54844228	0.195651	0.280028
XLOC_000461	TMEM61	chr1:54980613-54992294	6.81355	0.600747
XLOC_000462	BSND	chr1:54998943-55008792	0.0220494	0.0174664
XLOC_000463	PCSK9	chr1:55039475-55215366	30.7548	35.1417
XLOC_000464	LOC100507634	chr1:55215407-55217455	0.200462	0.387422
XLOC_000465	MIR4422	chr1:55225640-55225723	0	0
XLOC_000466	-	chr1:56414703-56417760	0.503962	1.10992
XLOC_000467	PRKAA2	chr1:56645316-56715335	4.71685	3.64338
XLOC_000468	C8A	chr1:56854769-56921169	36.6854	36.9221
XLOC_000469	DAB1	chr1:56994782-58250539	0.301909	0.451502
XLOC_000470	DAB1-AS1	chr1:56994782-58250539	0	0
XLOC_000471	LINC01135	chr1:58785150-58904103	0.268261	0.0873145
XLOC_000472	LINC01358	chr1:59020475-59103786	5.69249	0.684987
XLOC_000473	"FGGY,LOC101926944"	chr1:59296809-59788829	5.91656	17.8766
XLOC_000474	HOOK1	chr1:59814860-59876378	6.63337	7.39994
XLOC_000475	NFIA	chr1:61077273-61462790	5.76268	10.5462
XLOC_000476	MGC34796	chr1:61654241-61656128	0.00995632	0.0125565
XLOC_000477	INADL	chr1:61742292-62163919	3.46691	5.36967
XLOC_000478	MIR3116-1	chr1:61742292-62163919	0	0
XLOC_000479	L1TD1	chr1:62194801-62212328	3.38237	0.00901806
XLOC_000480	USP1	chr1:62436303-62451804	8.64197	16.0233
XLOC_000481	ANGPTL3	chr1:62454725-62865284	83.3434	249.958
XLOC_000482	"ATG4C,DOCK7"	chr1:62454725-62865284	4.45598	5.32261
XLOC_000483	FOXD3	chr1:63320883-63325126	0.0408061	0
XLOC_000484	ALG6	chr1:63367562-63439717	4.2561	4.6129
XLOC_000485	EFCAB7	chr1:63440769-63572693	1.24892	2.11841
XLOC_000486	DLEU2L	chr1:63440769-63572693	0.0163804	0.0106899
XLOC_000487	PGM1	chr1:63593275-63660246	39.6182	79.5644
XLOC_000488	ROR1	chr1:63774018-64181496	0.795465	1.12515
XLOC_000489	UBE2U	chr1:64203806-64244344	0	0
XLOC_000490	CACHD1	chr1:64470792-64693058	1.69003	1.52941
XLOC_000491	MIR4794	chr1:64470792-64693058	0	0
XLOC_000492	RAVER2	chr1:64745094-64966504	2.66278	3.17978
XLOC_000493	AK4	chr1:65147548-65232145	20.4589	39.1357
XLOC_000494	DNAJC6	chr1:65254477-65415869	0.508149	1.44511
XLOC_000495	"LEPR,LEPROT"	chr1:65420447-65637493	34.3442	43.32
XLOC_000496	PDE4B	chr1:65792509-66374579	0.852773	2.08249
XLOC_000497	SGIP1	chr1:66533568-66751139	0.03211	0.0646461
XLOC_000498	MIR3117	chr1:66533568-66751139	0	0
XLOC_000499	TCTEX1D1	chr1:66752456-66779047	0.0436647	0.0793332
XLOC_000500	MIER1	chr1:66924894-66989676	5.98822	7.61121
XLOC_000501	IL23R	chr1:67166485-67259967	0	0.0135703
XLOC_000502	IL12RB2	chr1:67307363-67398704	0.585727	0.158538
XLOC_000503	GADD45A	chr1:67685176-67688338	39.2488	66.4699
XLOC_000504	GNG12-AS1	chr1:67701465-68232601	0.17046	0.0135056
XLOC_000505	WLS	chr1:67701465-68232601	0.512838	0.699004
XLOC_000506	RPE65	chr1:68420047-68451514	0.485251	0
XLOC_000507	DEPDC1-AS1	chr1:68474151-68538627	0	0.108922
XLOC_000508	LRRC7	chr1:69760174-70123488	0.00219526	0.0047202
XLOC_000509	PIN1P1	chr1:69760174-70123488	0	0
XLOC_000510	SRSF11	chr1:70144801-70253054	47.2259	61.2631
XLOC_000511	HHLA3	chr1:70354809-70368022	11.0352	15.1736
XLOC_000512	CTH	chr1:70406253-70445694	13.8464	20.2929
XLOC_000513	LOC101927244	chr1:70706452-70786468	0	0
XLOC_000514	ZRANB2-AS1	chr1:70852352-71081289	0.209322	0.179464
XLOC_000515	ZRANB2-AS2	chr1:71081323-71237723	0.151667	0.390776
XLOC_000516	LINC01360	chr1:73306169-73338877	0	0
XLOC_000517	"FPGT,FPGT-TNNI3K,TNNI3K"	chr1:74198211-74544432	2.52136	3.23446
XLOC_000518	ERICH3-AS1	chr1:74568110-74673738	0	0
XLOC_000519	TYW3	chr1:74705487-74767290	6.4024	11.8798
XLOC_000520	LHX8	chr1:75128433-75161533	0	0
XLOC_000521	ACADM	chr1:75724346-75763678	25.0526	37.0881
XLOC_000522	"RABGGTB,SNORD45C"	chr1:75786193-75795090	42.0022	39.785
XLOC_000523	SNORD45A	chr1:75786193-75795090	0	0
XLOC_000524	SNORD45B	chr1:75786193-75795090	0	0
XLOC_000525	MSH4	chr1:75796870-75913238	0.00433236	0.0222719
XLOC_000526	LOC101927342	chr1:76011323-76019356	0	0
XLOC_000527	ST6GALNAC3	chr1:76074703-76631704	0.160538	2.03018
XLOC_000528	ST6GALNAC5	chr1:76867500-77064226	0.970671	0.266044
XLOC_000529	MIR7156	chr1:76867500-77064226	0	0
XLOC_000530	AK5	chr1:77281976-77562076	0.218218	0.469331
XLOC_000531	FAM73A	chr1:77779623-77879542	2.87767	5.25781
XLOC_000532	NEXN	chr1:77881347-78021014	0.733636	2.76865
XLOC_000533	DNAJB4	chr1:77881347-78021014	4.45827	15.5019
XLOC_000534	GIPC2	chr1:78044961-78143827	3.61922	5.38655
XLOC_000535	MGC27382	chr1:78229598-78369462	0.0186093	0.0600482
XLOC_000536	PTGFR	chr1:78491042-78540701	0.0266349	0.233105
XLOC_000537	IFI44L	chr1:78620381-78646145	0.630342	4.25594
XLOC_000538	IFI44	chr1:78649791-78664078	10.7881	9.75182
XLOC_000539	LOC101927412	chr1:80535754-80646788	0	0.366927
XLOC_000540	ADGRL2	chr1:81699769-81992738	8.53593	7.42618
XLOC_000541	PRKACB	chr1:84077974-84239619	8.21539	8.54212
XLOC_000542	SAMD13	chr1:84298365-84350798	4.2793	1.21077
XLOC_000543	DNASE2B	chr1:84398531-84415008	0.105732	0.394293
XLOC_000544	RPF1	chr1:84479236-84574480	16.6386	22.9978
XLOC_000545	SPATA1	chr1:84479236-84574480	0.189535	0.530926
XLOC_000546	WDR63	chr1:85062297-85133138	0	0
XLOC_000547	MIR4423	chr1:85133793-85133873	0	0
XLOC_000548	LOC646626	chr1:85265775-85278088	0.740844	0.364747
XLOC_000549	CYR61	chr1:85580760-85583965	8.56572	8.19247
XLOC_000550	CLCA2	chr1:86424085-86456557	0.0235211	0
XLOC_000551	CLCA1	chr1:86468842-86500291	1.97512	0.0130292
XLOC_000552	CLCA4	chr1:86547075-86580749	0.0187693	0
XLOC_000553	CLCA3P	chr1:86634275-86655376	0.0155987	0.0198115
XLOC_000554	SH3GLB1	chr1:86704569-86748184	9.82718	12.8346
XLOC_000555	"HS2ST1,LINC01140"	chr1:86914651-87169203	12.9967	11.9042
XLOC_000556	LOC101927844	chr1:87212668-87251331	0	0
XLOC_000557	LMO4	chr1:87328467-87348925	6.79485	11.8088
XLOC_000558	PKN2	chr1:88537512-88836255	7.74258	8.27371
XLOC_000559	"GBP4,GBP7"	chr1:89128416-89272861	3.8349	0.147877
XLOC_000560	GBP6	chr1:89363876-89388160	0.0920917	0.129958
XLOC_000561	GBP1P1	chr1:89407568-89427887	1.88238	2.92035
XLOC_000562	LRRC8B	chr1:89524350-89597861	1.6223	1.9815
XLOC_000563	LRRC8C	chr1:89633084-89719537	0.332916	0.878857
XLOC_000564	LRRC8D	chr1:89821013-89936430	8.691	9.79258
XLOC_000565	ZNF326	chr1:89995118-90035553	4.91279	7.71506
XLOC_000566	CDC7	chr1:91500843-91525764	2.10939	3.38377
XLOC_000567	BRDT	chr1:91949370-92014428	0	0
XLOC_000568	EPHX4	chr1:92029975-92063536	2.46938	0.862728
XLOC_000569	"BTBD8,KIAA1107"	chr1:92080304-92184723	0.498565	0.718039
XLOC_000570	C1orf146	chr1:92218015-92441932	0	0
XLOC_000571	RPAP2	chr1:92218015-92441932	1.86698	2.89318
XLOC_000572	RPL5	chr1:92831975-92961522	728.267	1011.11
XLOC_000573	SNORD21	chr1:92831975-92961522	0	0
XLOC_000574	SNORA66	chr1:92831975-92961522	0	0
XLOC_000575	MTF2	chr1:93079234-93139971	3.55126	5.93142
XLOC_000576	CCDC18	chr1:93180715-93345831	1.46379	4.61959
XLOC_000577	DR1	chr1:93345920-93362591	10.045	12.616
XLOC_000578	FNBP1L	chr1:93448130-93554661	10.1228	11.6954
XLOC_000579	LOC100129046	chr1:93561740-93847742	1.19244	2.21193
XLOC_000580	MIR760	chr1:93561740-93847742	0	0
XLOC_000581	ABCD3	chr1:94418376-94518666	24.7067	40.6652
XLOC_000582	-	chr1:94563094-94636982	1.18456	0
XLOC_000583	SLC44A3	chr1:94820341-94895247	19.1255	11.7882
XLOC_000584	LOC729970	chr1:94927342-94963270	7.5342	9.97471
XLOC_000585	"RWDD3,TMEM56,TMEM56-RWDD3"	chr1:95092516-95247284	27.7233	20.0862
XLOC_000586	FLJ31662	chr1:95474736-95479356	0	0
XLOC_000587	LOC100996635	chr1:95510115-95515464	0	0
XLOC_000588	LOC102723661	chr1:95992067-96022880	0	0
XLOC_000589	PTBP2	chr1:96721604-96815124	5.80765	5.32356
XLOC_000590	DPYD-AS1	chr1:97077743-97921059	0	0
XLOC_000591	DPYD	chr1:97077743-97921059	0	1.28809
XLOC_000592	DPYD	chr1:97077743-97921059	0.133632	2.27571
XLOC_000593	DPYD	chr1:97077743-97921059	0	2.96684
XLOC_000594	DPYD	chr1:97077743-97921059	0.0388696	1.4228
XLOC_000595	DPYD	chr1:97077743-97921059	0	3.05902
XLOC_000596	DPYD	chr1:97077743-97921059	0.307009	1.66634
XLOC_000597	DPYD	chr1:97077743-97921059	0	2.2789
XLOC_000598	DPYD	chr1:97077743-97921059	0	2.49011
XLOC_000599	DPYD	chr1:97077743-97921059	0	1.54158
XLOC_000600	DPYD	chr1:97077743-97921059	0	0.948361
XLOC_000601	DPYD	chr1:97077743-97921059	0	5.15014
XLOC_000602	DPYD	chr1:97077743-97921059	0.0157343	1.07955
XLOC_000603	DPYD-AS2	chr1:97077743-97921059	0	0.0645011
XLOC_000604	LOC729987	chr1:98210710-98272658	0	0
XLOC_000605	SNX7	chr1:98661679-98760502	10.443	19.4191
XLOC_000606	LOC100129620	chr1:98890244-99148852	0	0
XLOC_000607	LPPR4	chr1:99264291-99309582	0.0232758	0.0471824
XLOC_000608	PALMD	chr1:99516983-99765793	11.79	16.3133
XLOC_000609	AGL	chr1:99849936-99924211	2.57276	4.12845
XLOC_000610	SLC35A3	chr1:99969788-100026978	6.15317	7.18971
XLOC_000611	HIAT1	chr1:100038232-100133095	16.9642	18.8142
XLOC_000612	TRMT13	chr1:100133100-100178273	4.00255	5.41496
XLOC_000613	RTCA	chr1:100258512-100292769	11.4847	12.8534
XLOC_000614	MIR553	chr1:100258512-100292769	0	0
XLOC_000615	CDC14A	chr1:100352466-100520389	0.783364	1.2278
XLOC_000616	GPR88	chr1:100537032-100543045	0.182795	6.07009
XLOC_000617	VCAM1	chr1:100719639-100739046	1.67488	30.7955
XLOC_000618	SLC30A7	chr1:100896075-100981755	6.10811	6.51006
XLOC_000619	LOC102606465	chr1:101025845-101087379	5.64013	6.18034
XLOC_000620	S1PR1	chr1:101234872-101242376	8.76242	8.674
XLOC_000621	LINC01307	chr1:101323836-101377313	0	0
XLOC_000622	DNAJA1P5	chr1:101802566-101997234	0	0
XLOC_000623	"AMY2B,RNPC3"	chr1:103525725-103579534	6.76767	6.99028
XLOC_000624	ACTG1P4	chr1:103525725-103579534	0.0265126	0.0197784
XLOC_000625	AMY2A	chr1:103617331-103625780	0	0
XLOC_000626	AMY1A	chr1:103655518-103664551	0	0
XLOC_000627	AMY1A	chr1:103749656-103758689	0	0
XLOC_000628	LOC100129138	chr1:104073022-104077071	0	0.562938
XLOC_000629	-	chr1:104125097-104128292	0.00443724	0.625013
XLOC_000630	PRMT6	chr1:107056644-107059296	4.03495	11.2789
XLOC_000631	NTNG1	chr1:107140006-107481853	0.00611302	0
XLOC_000632	MIR7852	chr1:107571158-107994607	0	0
XLOC_000633	VAV3-AS1	chr1:107571158-107994607	0	0
XLOC_000634	NBPF6	chr1:108450281-108470638	0	0
XLOC_000635	FAM102B	chr1:108560333-108639349	3.54187	3.24391
XLOC_000636	PRPF38B	chr1:108690750-108702604	14.5292	21.1858
XLOC_000637	FNDC7	chr1:108712933-108742745	0.00589754	0
XLOC_000638	STXBP3	chr1:108746662-108809526	13.6133	18.6201
XLOC_000639	SPATA42	chr1:108815897-108858524	0.148082	0
XLOC_000640	GPSM2	chr1:108876980-108963499	2.6832	3.06818
XLOC_000641	TMEM167B	chr1:109090780-109096932	15.515	15.8782
XLOC_000642	SCARNA2	chr1:109100192-109100612	2.65602	4.74409
XLOC_000643	KIAA1324	chr1:109113962-109206781	1.40144	0.182603
XLOC_000644	SARS	chr1:109213869-109239216	50.4494	89.8802
XLOC_000645	CELSR2	chr1:109249670-109275756	2.92339	3.70053
XLOC_000646	SYPL2	chr1:109466427-109482820	1.61566	2.12742
XLOC_000647	ATXN7L2	chr1:109483938-109492798	2.04891	4.90995
XLOC_000648	CYB561D1	chr1:109494035-109500566	1.25996	1.46414
XLOC_000649	GPR61	chr1:109539871-109545833	0.0097311	0.00664177
XLOC_000650	GNAI3	chr1:109548563-109595832	15.4125	17.7525
XLOC_000651	MIR197	chr1:109598892-109598967	0	0
XLOC_000652	AMPD2	chr1:109619812-109632058	12.3679	13.7589
XLOC_000653	GSTM4	chr1:109656075-109665501	11.2142	27.6151
XLOC_000654	GSTM2	chr1:109667304-109683997	6.58869	2.9549
XLOC_000655	GSTM1	chr1:109687795-109693745	5.73607	10.0358
XLOC_000656	GSTM5	chr1:109712241-109718268	0	0.278268
XLOC_000657	CSF1	chr1:109910610-109930994	3.30351	9.34981
XLOC_000658	AHCYL1	chr1:109984764-110023745	25.297	39.7308
XLOC_000659	STRIP1	chr1:110031576-110055848	7.76956	6.21276
XLOC_000660	LINC01397	chr1:110082687-110109719	0.1833	0
XLOC_000661	UBL4B	chr1:110112439-110113947	0.243811	0.0197787
XLOC_000662	SLC6A17	chr1:110150509-110202201	0.00361016	0.0138764
XLOC_000663	KCNC4	chr1:110210361-110234052	2.83552	0.952852
XLOC_000664	RBM15	chr1:110339322-110347281	2.69144	3.81283
XLOC_000665	LAMTOR5-AS1	chr1:110401254-110416274	1.68641	1.48102
XLOC_000666	PROK1	chr1:110451165-110457354	0.282519	0.159681
XLOC_000667	CYMP	chr1:110480765-110491269	0	0
XLOC_000668	CD53	chr1:110871198-110899936	3.40049	17.8825
XLOC_000669	CEPT1	chr1:111117331-111204539	21.3713	20.3554
XLOC_000670	CHI3L2	chr1:111227658-111243440	1.93634	0.597035
XLOC_000671	CHIAP2	chr1:111280523-111286108	0	0
XLOC_000672	CHIA	chr1:111290851-111320566	0	0
XLOC_000673	PIFO	chr1:111346559-111353017	1.82408	0.145646
XLOC_000674	ATP5F1	chr1:111439889-111461903	64.3553	90.7114
XLOC_000675	C1orf162	chr1:111468010-111478512	1.56692	14.7033
XLOC_000676	RAP1A	chr1:111619782-111716790	8.25443	17.1251
XLOC_000677	FAM212B-AS1	chr1:111722063-111767577	0.0802189	0.0182694
XLOC_000678	DDX20	chr1:111722063-111767577	3.58057	5.0322
XLOC_000679	KCND3-AS1	chr1:111775831-111989155	0	0
XLOC_000680	LOC643355	chr1:111990567-111998841	0	0.065822
XLOC_000681	CTTNBP2NL	chr1:112396177-112461164	2.01536	2.53741
XLOC_000682	WNT2B	chr1:112466540-112522327	0.322499	0.600387
XLOC_000683	CAPZA1	chr1:112619452-112671619	52.2502	63.3599
XLOC_000684	MOV10	chr1:112674311-112707403	12.5782	24.5413
XLOC_000685	FAM19A3	chr1:112720566-112727234	0.110363	0
XLOC_000686	AKR7A2P1	chr1:112911847-112956353	0	0.0564151
XLOC_000687	SLC16A1-AS1	chr1:112956414-112970141	0.683538	2.48238
XLOC_000688	-	chr1:112999011-113008601	0.297577	0.75785
XLOC_000689	LRIG2	chr1:113073169-113132250	1.04514	1.53668
XLOC_000690	MAGI3	chr1:113390461-113692953	3.35371	4.04586
XLOC_000691	AP4B1-AS1	chr1:113812611-113905124	0.0612889	0.0529
XLOC_000692	DCLRE1B	chr1:113905276-113914086	1.54637	2.50208
XLOC_000693	HIPK1	chr1:113924000-113977869	6.35708	7.23484
XLOC_000694	OLFML3	chr1:113979390-113982254	0.851328	2.18069
XLOC_000695	SYCP1	chr1:114854802-114995369	0	0
XLOC_000696	TSHB	chr1:115029823-115034309	0	0
XLOC_000697	VANGL1	chr1:115641952-115698224	1.95324	1.83874
XLOC_000698	LOC101928995	chr1:115919375-116070729	0.0217758	0
XLOC_000699	SLC22A15	chr1:115919375-116070729	0.850215	0.272004
XLOC_000700	MAB21L3	chr1:116111754-116136893	0.578505	0.606091
XLOC_000701	ATP1A1	chr1:116373172-116418622	103.251	221.323
XLOC_000702	MIR320B1	chr1:116671748-116671827	0	0
XLOC_000703	C1orf137	chr1:116694111-116706603	0	0
XLOC_000704	CD2	chr1:116754463-116769229	1.36664	4.81288
XLOC_000705	PTGFRN	chr1:116909922-116990358	5.75313	7.77191
XLOC_000706	CD101	chr1:117001749-117059490	0.0648153	0.246843
XLOC_000707	TTF2	chr1:117060326-117105045	1.24264	1.63034
XLOC_000708	MIR942	chr1:117060326-117105045	0	0
XLOC_000709	LINC01525	chr1:117295465-117321336	0	0
XLOC_000710	MAN1A2	chr1:117366841-117528872	7.33186	24.5963
XLOC_000711	FAM46C	chr1:117605981-117628389	3.94777	1.54606
XLOC_000712	WDR3	chr1:117929748-118185225	7.21035	11.1375
XLOC_000713	WARS2-IT1	chr1:119031213-119394152	0	0
XLOC_000714	LOC101929147	chr1:119031213-119394152	2.21293	2.0343
XLOC_000715	HAO2	chr1:119031213-119394152	0.455645	1.20901
XLOC_000716	HAO2-IT1	chr1:119031213-119394152	0	0
XLOC_000717	HSD3B2	chr1:119414930-119423039	0.0495051	0.0645885
XLOC_000718	HSD3B1	chr1:119507202-119515058	0.0288079	0
XLOC_000719	HSD3BP4	chr1:119563879-119572576	0.0244088	0.0212645
XLOC_000720	PHGDH	chr1:119711795-119744226	19.8121	21.4583
XLOC_000721	NBPF7	chr1:119829312-119846735	4.33863	0
XLOC_000722	NBPF8	chr1:120417618-120467844	3.16155	3.79783
XLOC_000723	-	chr1:120642164-120644683	0.219263	0.359577
XLOC_000724	PPIAL4A	chr1:120889745-120890530	0	0.0358587
XLOC_000725	LINC00623	chr1:120912237-120955811	1.90043	2.5099
XLOC_000726	RNVU1-4	chr1:120912237-120955811	0	0
XLOC_000727	FCGR1B	chr1:121087344-121097161	0.0184136	0.72369
XLOC_000728	SRGAP2C	chr1:121184668-121463197	0.451798	1.24667
XLOC_000729	SRGAP2-AS1	chr1:121184668-121463197	0.345468	0.409206
XLOC_000730	EMBP1	chr1:121511728-121596902	1.61837	2.80421
XLOC_000731	-	chr1:143498177-143509505	0	0.635384
XLOC_000732	LOC388692	chr1:143792494-143797108	0	0
XLOC_000733	FCGR1C	chr1:143874742-143883733	0.0206209	0.821675
XLOC_000734	SRGAP2D	chr1:143972638-144069704	0.486199	0.511862
XLOC_000735	RNVU1-15	chr1:144412575-144412740	0	0
XLOC_000736	PPIAL4E	chr1:144592867-144593652	0	0
XLOC_000737	SRGAP2-AS1	chr1:144641368-145093362	0.0114445	0
XLOC_000738	DRD5P2	chr1:144641368-145093362	0	0
XLOC_000739	LOC645166	chr1:144641368-145093362	0	0
XLOC_000740	FAM72D	chr1:145095999-145112692	0.423077	0.734494
XLOC_000741	RNVU1-14	chr1:145281115-145281279	0	0
XLOC_000742	GPR89A	chr1:145607959-145670464	7.9603	4.89557
XLOC_000743	CD160	chr1:145719445-145741053	0.620016	0.562355
XLOC_000744	POLR3C	chr1:145746081-145844469	8.31343	9.29408
XLOC_000745	NUDT17	chr1:145845632-145859825	4.13216	3.174
XLOC_000746	GNRHR2	chr1:145919012-145958049	2.66159	0.904772
XLOC_000747	POLR3GL	chr1:145959440-145978850	118.857	47.5027
XLOC_000748	-	chr1:146044565-146051263	0.207213	0.338393
XLOC_000749	LOC101928979	chr1:146051703-146062852	2.99857	3.28014
XLOC_000750	"NUDT4P1,NUDT4P2"	chr1:146297772-146301614	0	0
XLOC_000751	RNU1-3	chr1:146376591-146388088	2.2209	2.69744
XLOC_000752	RNU1-3	chr1:146376591-146388088	0	0
XLOC_000753	CH17-408M7.1	chr1:146486331-146525289	0	0.125545
XLOC_000754	HYDIN2	chr1:146547488-146822034	0.00195271	0.00907756
XLOC_000755	NBPF12	chr1:146938544-146996093	4.33055	1.39446
XLOC_000756	PDIA3P1	chr1:147155102-147180379	5.37587	3.05014
XLOC_000757	CHD1L	chr1:147242573-147295766	27.6052	17.1417
XLOC_000758	BCL9	chr1:147541378-147626219	5.9934	3.29652
XLOC_000759	GJA8	chr1:147902819-147909268	0.101427	0.037754
XLOC_000760	GPR89B	chr1:147928392-147993521	4.42669	2.18452
XLOC_000761	PDZK1P1	chr1:147993861-148025924	0.180966	0.207337
XLOC_000762	-	chr1:148286762-148296495	4.0902	0.0169582
XLOC_000763	MIR6077	chr1:148388281-148388363	0	0
XLOC_000764	"LOC100132057,RNVU1-3"	chr1:148402384-148459920	1.42397	2.05461
XLOC_000765	"NUDT4P1,NUDT4P2"	chr1:148748555-148752397	0	0
XLOC_000766	"LOC653513,PDE4DIP"	chr1:148808180-149033019	13.7496	13.8109
XLOC_000767	LOC653513	chr1:149175363-149251621	0.872614	0.641243
XLOC_000768	PPIAL4C	chr1:149583822-149584607	0.441788	0.0279669
XLOC_000769	LINC00869	chr1:149607011-149679523	21.8689	9.93359
XLOC_000770	LOC388692	chr1:149701103-149705717	0.443159	0.254259
XLOC_000771	FCGR1A	chr1:149769968-149812388	0.112706	3.38156
XLOC_000772	HIST2H4A	chr1:149832656-149833052	0	0
XLOC_000773	HIST2H2AA3	chr1:149843380-149851594	0	0
XLOC_000774	HIST2H3A	chr1:149852618-149853125	0	0
XLOC_000775	HIST2H2AC	chr1:149886974-149887411	3.68649	3.42285
XLOC_000776	BOLA1	chr1:149899601-149900795	49.2249	32.4609
XLOC_000777	VPS45	chr1:150066826-150145327	17.302	14.3577
XLOC_000778	PLEKHO1	chr1:150149433-150160065	4.13466	8.642
XLOC_000779	CA14	chr1:150257742-150282191	4.67863	0.806094
XLOC_000780	C1orf54	chr1:150257742-150282191	3.08816	14.6611
XLOC_000781	CIART	chr1:150282532-150287092	18.9107	5.71931
XLOC_000782	MRPS21	chr1:150293841-150308979	79.3644	70.4921
XLOC_000783	PRPF3	chr1:150321028-150353228	22.8929	19.5552
XLOC_000784	RPRD2	chr1:150364110-150476998	8.9968	6.2211
XLOC_000785	TARS2	chr1:150487363-150507609	20.8339	16.5175
XLOC_000786	MIR6878	chr1:150487363-150507609	0	0
XLOC_000787	ECM1	chr1:150508010-150513789	5.63957	3.87549
XLOC_000788	FALEC	chr1:150515756-150518032	0.777379	0.309234
XLOC_000789	-	chr1:150532208-150543617	2.07146	0.921177
